"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/01/2002","AQS","060270004","4","8","ug/m3 SC","7","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/02/2002","AQS","060270004","4","7","ug/m3 SC","6","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/03/2002","AQS","060270004","4","6","ug/m3 SC","6","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/04/2002","AQS","060270004","4","8","ug/m3 SC","7","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/05/2002","AQS","060270004","4","9","ug/m3 SC","8","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/06/2002","AQS","060270004","4","10","ug/m3 SC","9","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/07/2002","AQS","060270004","4","12","ug/m3 SC","11","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/08/2002","AQS","060270004","4","9","ug/m3 SC","8","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/09/2002","AQS","060270004","4","18","ug/m3 SC","17","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/10/2002","AQS","060270004","4","9","ug/m3 SC","8","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/11/2002","AQS","060270004","4","12","ug/m3 SC","11","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/12/2002","AQS","060270004","4","12","ug/m3 SC","11","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/13/2002","AQS","060270004","4","12","ug/m3 SC","11","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/14/2002","AQS","060270004","4","20","ug/m3 SC","19","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/15/2002","AQS","060270004","4","39","ug/m3 SC","36","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/16/2002","AQS","060270004","4","9","ug/m3 SC","8","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/17/2002","AQS","060270004","4","8","ug/m3 SC","7","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/18/2002","AQS","060270004","4","13","ug/m3 SC","12","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/19/2002","AQS","060270004","4","39","ug/m3 SC","36","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/20/2002","AQS","060270004","4","11","ug/m3 SC","10","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/21/2002","AQS","060270004","4","14","ug/m3 SC","13","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/22/2002","AQS","060270004","4","32","ug/m3 SC","30","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
"01/23/2002","AQS","060270004","4","9","ug/m3 SC","8","Lone Pine PM","1","100.0000","81102","PM10 Total 0-10um STP","079","13860","Bishop, CA","06","California","027","Inyo","36.609003","-118.057809"
